nly used for treating NE in children but is poorly understood by most scholars.,None,"A total of 369 children with NE were randomized to receive either suoquan, desmopressin plus suoquan, desmopressin, or behavioral intervention for 2 months, and the response rates evaluated. Subsequently, the viable demographic factors that could lead to success were investigated on logistic regression analysis. Moreover, after 3 months of follow up, the relapse rate was investigated.","The complete response (CR) rate in the desmopressin plus suoquan group (37.5%) was higher than that in the behavioral intervention group (6.3%, P < 0.007). The desmopressin group had a lower CR rate (22.5%) and a higher non-response rate (25.0%) than the desmopressin plus suoquan group (non-response rate, 21.9%; P > 0.007). The relapse rate in the desmopressin group was significantly higher than that in the desmopressin plus suoquan group (72.2% vs. 30.6%, P < 0.007). On Multivariate analysis, treatment group, NE frequency, and age were independent predictors of CR at 2 months (P < 0.05).","Combined traditional Chinese and Western treatment in children with NE is effective and has a low relapse rate. NE frequency, treatment method, and age are important predictive factors for CR after treatment."
9324,27677886,Utility of [(18)F]FSPG PET to Image Hepatocellular Carcinoma: First Clinical Evaluation in a US Population,"Kavanaugh G, Williams J, Morris AS, Nickels ML, Walker R, Koglin N, Stephens AW, Washington MK, Geevarghese SK, Liu Q, Ayers D, Shyr Y, Manning HC.",Mol Imaging Biol. 2016 Dec;18(6):924-934. doi: 10.1007/s11307-016-1007-0.,Kavanaugh G,Mol Imaging Biol,2016,2016/09/29,PMC5641676,NIHMS908904,10.1007/s11307-016-1007-0,None,None,None,None,None
9325,34032760,Effects of early mobilization on short-term blood pressure variability in acute intracerebral hemorrhage patients: A protocol for randomized controlled non-inferiority trial,"Yen HC, Jeng JS, Cheng CH, Pan GS, Chen WS.",Medicine (Baltimore). 2021 May 28;100(21):e26128. doi: 10.1097/MD.0000000000026128.,Yen HC,Medicine (Baltimore),2021,2021/05/25,PMC8154506,,10.1097/MD.0000000000026128,"Early out-of-bed mobilization may improve acute post-intracerebral hemorrhage (ICH) outcomes, but hemodynamic instability may be a concern. Some recent studies have showed that an increase in mean systolic blood pressure (SBP) and high blood pressure variability (BPV), high standard deviation of SBP, may lead to negative ICH outcomes. Therefore, we investigated the impact of an early mobilization (EM) protocol on mean SBP and BPV during the acute phase.",None,"The study was an assessor-blinded, randomized controlled non-inferiority study. The participants were in An Early Mobilization for Acute Cerebral Hemorrhage trial and were randomly assigned to undergo EM or a standard early rehabilitation (SER) protocol within 24 to 72 hour after ICH onset at the stroke center. The EM and SER groups each had 30 patients. 24-measurement SBP were recorded on days 2 and 3 after onset, and SBP were recorded three times daily and during rehabilitation on days 4 through 7. The two groups' mean SBP and BPV under three different time frames (days 2 and 3 during the acute phase, and days 4 through 7 during the late acute phase) were calculated and compared.","At baseline, the two groups' results were similar, with the exception being that the mean time to first out-of-bed mobilization after symptom onset was 51.60 hours (SD 14.15) and 135.02 hours (SD 33.05) for the EM group and SER group, respectively (P < .001). There were no significant differences in mean SBP and BPV during the acute and late acute phase between the two groups for the three analyses (days 2, 3, and 4 through 7) (P > .05).",It is safe to implement the EM protocol within 24 to 72 hour of onset for mild-moderate ICH patients during the acute phase.
9326,33993046,Prevalence and impact of diabetes and cardiovascular disease on clinical outcome among patients with COVID-19 in Bangladesh,"Sharif N, Ahmed SN, Opu RR, Tani MR, Dewan D, Daullah MU, Shanto RI, Parvez AK, Talukder AA, Dey SK.",Diabetes Metab Syndr. 2021 May-Jun;15(3):1009-1016. doi: 10.1016/j.dsx.2021.05.005. Epub 2021 May 8.,Sharif N,Diabetes Metab Syndr,2021,2021/05/16,PMC8106201,,10.1016/j.dsx.2021.05.005,Patients with coronavirus disease-2019 (COVID-19) with preexisting diabetes and cardiovascular metabolic diseases have higher fatality rate. The circulation of new variants with emerging clinical characteristics requires more studies focusing the impact of preexisting health conditions on outcome of COVID-19 accurately.,Main aim of this study was to investigate the impact of diabetes and cardiovascular disease (CVD) on disease prognosis and severe health outcomes among patients with COVID-19.,"A retrospective study was performed on 799 patients with COVID-19 during December 10, 2020, to February 10, 2020 in Bangladesh. Logistic regression analysis was performed for age, sex, diabetes, CVD and symptoms on fatality. Kaplan-Meier survival analysis was conducted to predict the survival rate.","Fatality was detected in 40% (318 of 799) patients with COVID-19. Among 318 fatalities, 90.6% were detected in patients with CVD and 74.5% in patients with diabetes. Case fatality rate was highest in patients with COVID-19, CVD and diabetes (94, 184 of 195). Fever (91%) and dry cough (71%) were the most frequent symptoms. CVD (42.2%), diabetes (32.7%) and obesity (18%) were prevalent. The highest odds of risk was detected in patients with COVID-19, CVD and diabetes (OR: 6.98, 95% CI, 4.21 to 7.34). Female patients had the highest survival rate.","In this study, 318 fatality was seen in 799 patients with COVID-19. The highest odds of fatality risk was detected in patients with COVID-19, CVD and diabetes. The risk increased many folds when CVD and diabetes coexisted in patients."
9327,33992228,"Effects of whole-body vibration on muscle strength, quadriceps muscle thickness and functional capacity in kidney transplant recipients: A randomized controlled trial","Marinho PEM, Rocha LG, Araújo Filho JC, Araújo AXP, Andrade MDA, Taiar R, Paiva DN, Dornelas de Andrade A.",J Bodyw Mov Ther. 2021 Apr;26:101-107. doi: 10.1016/j.jbmt.2020.10.005. Epub 2020 Oct 24.,Marinho PEM,J Bodyw Mov Ther,2021,2021/05/16,,,10.1016/j.jbmt.2020.10.005,Whole-body vibration (WBV) may be an alternative of physical training for kidney transplant recipients.,"To evaluate the effect of a training program on quadriceps muscle strength and thickness, distance walked in the 6-min walking test (6MWT), respiratory muscle strength and quality of life in adult kidney transplant recipients.",Randomized controlled clinical trial.,"No difference was observed in quadriceps muscle strength and thickness between groups, however a large (d = 0.81) and a small (d = 0.44) effect size were observed after the training, respectively. Both groups improved the execution time of Sit-to-Stand Test before and after analysis, but this effect did not show superiority between them, however there was a large effect size provided by training (d = 1.11). No changes were observed between groups in relation to inspiratory muscle strength, but training effects could be observed by the effect size after the study period (d = 0.59). No changes were observed regarding the distance walked in the 6MWT and the effect size was small (d = 0.31).","WBV program would induce physiological responses that must be taken into consideration in adults' kidney transplant recipients. Our results show considerable effect sizes were observed for muscle strength and quadriceps thickness, inspiratory muscle strength, and 6MWT walking distance, although no difference was observed between groups at the end of the study."
9328,33977743,Intervention study of Snyder's hope theory on the stigma of stroke in young and middle-aged patients: a randomised trial,"Ge C, Zhang H, Zhu G, Cao A, Zhang J.",Ann Palliat Med. 2021 May;10(5):5721-5728. doi: 10.21037/apm-21-441. Epub 2021 May 7.,Ge C,Ann Palliat Med,2021,2021/05/12,,,10.21037/apm-21-441,"Stigma refers to the sense of discrimination that society has towards a certain group of people, and this part of the group will also have a sense of shame due to their own negative circumstance. Young and middle-aged stroke patients need long-term effective support from their families and society, which can easily produce shame, and have a negative impact on disease treatment.",None,"A total of 94 young and middle-aged stroke patients admitted to our hospital from November 2018 to November 2020 were selected and randomly allocated to 2 groups, with 47 cases in each group. The control group received routine intervention, and the observation group received SHT intervention. The stigma, hope level, compliance with functional exercise, National Institute of Health Stroke Scale (NIHSS) score and changes in activities of daily living were compared between the 2 groups before and after intervention.","The total scores of social interaction, treatment, ability, and stigma of the observation group were lower than those of the control group after 1 month of intervention (P<0.05). The observation group's positive attitude towards reality and the future, taking positive actions, maintaining close relationships with others, and hope levels after 1 month of intervention were all higher than the control group (P<0.05). The functional exercise compliance of the observation group was higher than that of the control group after 1 month of intervention (P<0.05). The Barthel index score of the observation group was higher than that of the control group after 1 month of intervention, and the NIHSS score was lower than that of the control group (P<0.05).","The application of SHT to young and middle-aged stroke patients can reduce stigma, improve hope level and compliance with functional exercise, improve neurological function, and enhance the ability for daily living."
9329,33975734,Effect of intermittent and continuous caloric restriction on Sirtuin1 concentration depends on sex and body mass index,"Opstad TB, Sundfør T, Tonstad S, Seljeflot I.",Nutr Metab Cardiovasc Dis. 2021 Jun 7;31(6):1871-1878. doi: 10.1016/j.numecd.2021.03.005. Epub 2021 Mar 19.,Opstad TB,Nutr Metab Cardiovasc Dis,2021,2021/05/12,,,10.1016/j.numecd.2021.03.005,None,None,None,None,None
9330,33971036,Peak atrial longitudinal strain is predictive of atrial fibrillation in patients with chronic obstructive pulmonary disease and coronary artery disease,"Pavasini R, Fabbri G, Fiorio A, Campana R, Passarini G, Verardi FM, Contoli M, Campo G.",Echocardiography. 2021 Jun;38(6):909-915. doi: 10.1111/echo.15074. Epub 2021 May 10.,Pavasini R,Echocardiography,2021,2021/05/10,PMC8252649,,10.1111/echo.15074,None,None,None,None,None
9331,33941150,Risk factors associated with cervical spine lesions in patients with rheumatoid arthritis: an observational study,"Uchino Y, Higashi T, Kobayashi N, Inoue T, Mochida Y, Inaba Y.",BMC Musculoskelet Disord. 2021 May 3;22(1):408. doi: 10.1186/s12891-021-04285-7.,Uchino Y,BMC Musculoskelet Disord,2021,2021/05/04,PMC8094562,,10.1186/s12891-021-04285-7,"Few reports have described the association between rheumatoid arthritis (RA) cervical lesions and osteoporosis, especially in patients with vertical subluxation (VS) that could be induced by the collapse of lateral masses in the upper cervical spine. Therefore, this study aimed to investigate the prevalence and risk factors for cervical lesions in patients with RA under current pharmacological treatments with biological agents, and to investigate the relationship between osteoporosis and VS development.",None,"One hundred eighty-five consecutive patients with RA who underwent both cervical plain radiography and bone mineral density (BMD) scanning were enrolled. RA cervical lesions included atlantoaxial subluxation (AAS), VS, and subaxial subluxation (SAS). We assigned patients with AAS, VS, or SAS to the cervical-lesion group, and all other patients to the non-cervical-lesion group. Radiological findings, BMD, and clinical data on RA were collected. We used multivariate logistic regression analyses to assess the risk factors for cervical lesions in patients with RA.","The cervical-lesion and non-cervical-lesion groups included 106 and 79 patients, respectively. There were 79 patients with AAS, 31 with VS, and 41 with SAS. The cervical-lesion group had a younger age of RA onset, longer RA disease duration, higher RA stage, and lower femoral neck BMD than the non-cervical-lesion group. Multivariate analyses showed that the risk factors for RA cervical lesions were prednisolone usage, biological agent usage, and higher RA stage. Prednisolone usage and femoral neck BMD were the risk factors for VS.","Cervical lesions were confirmed in 57 % of the patients. Prednisolone usage, biological agent usage, and higher RA stage were significant risk factors for cervical lesions in patients with RA. The general status of osteoporosis might contribute to the development of VS."
9332,33933152,Can we decrease the duration of basal thumb joint distraction for early osteoarthritis from 8 to 6 weeks? Study protocol for a non-inferiority randomized controlled trial,"Ottenhoff JSE, Teunis T, Braakenburg A, Mink van der Molen AB.",Trials. 2021 May 1;22(1):316. doi: 10.1186/s13063-021-05283-9.,Ottenhoff JSE,Trials,2021,2021/05/02,PMC8088687,,10.1186/s13063-021-05283-9,"To our knowledge, to date, 52 patients with thumb carpometacarpal osteoarthritis (CMC1 OA) were treated with joint distraction. So far, most patients experienced improved physical function and less pain. After 2 years, only 1 patient proceeded to trapeziectomy. This study assesses if we can safely lower the distraction duration from 8 to 6 weeks for CMC1 joint distraction, maintaining the improvement in physical function and pain.",None,"This is a monocenter randomized controlled non-inferiority trial that includes patients younger than 65 years of age with ongoing symptoms of CMC1 OA and an established indication for surgery. All patients will be treated with CMC1 joint distraction. The primary outcome is to assess whether 6 weeks of joint distraction is not inferior to 8 weeks in terms of physical function at 1 year after surgery. Secondary outcomes will identify differences between groups at 1 year in pain intensity, patient satisfaction, hand health status, adverse event rates, treatment failure, differences in thumb strength and range of motion, and radiographic changes.",None,"If safe, the duration of basal thumb joint distraction can be reduced to 6 weeks, reducing patient burden. Because this is a relatively new treatment, this trial will provide greater knowledge of potential adverse events. This knowledge allows for more informed decision making for patients considering CMC1 distraction treatment. Future studies can directly compare joint distraction to other treatments of CMC1 joint arthritis like splinting and trapeziectomy."
9333,33932684,Analgesic efficacy of virtual reality for acute pain in amniocentesis: A randomized controlled trial,"Melcer Y, Maymon R, Gal-Kochav M, Pekar-Zlotin M, Levinsohn-Tavor O, Meizner I, Svirsky R.",Eur J Obstet Gynecol Reprod Biol. 2021 Jun;261:134-138. doi: 10.1016/j.ejogrb.2021.04.024. Epub 2021 Apr 21.,Melcer Y,Eur J Obstet Gynecol Reprod Biol,2021,2021/05/01,,,10.1016/j.ejogrb.2021.04.024,To evaluate the efficacy of virtual reality (VR) as a distraction technique in the management of acute pain and anxiety during amniocentesis.,None,"A randomized controlled trial was conducted between September 2020 and October 2020 involving 60 women undergoing mid-trimester amniocentesis. Thirty women were assigned randomly to the VR intervention (immersive video content as a distraction method) group and 30 to the standard care group using a predetermined randomization code. The primary outcome measure was the visual analog scale (VAS) pain score, along with the women's ratings of their extent of anxiety experienced during the procedure. The VAS consisted of a 10 cm line ranging from 0 to 10 (anchored by 0 = no pain and 10=very severe pain). Anxiety was assessed on Spielberger's state-trait anxiety inventory (STAI) questionnaire.","The patients' characteristics and obstetric data were similar in both groups. The ratings on the VAS indicated that the VR intervention was associated with significantly less pain than the ratings in the standard of care group; namely, 2.5 ± 1.5 vs. 3.8 ± 1.7, respectively (95 % CI 0.44-2.13; p = 0.003). There were no significant differences in maternal anxiety levels before and after amniocentesis.","The VR intervention as a distractive technique emerged as effective in reducing pain during amniocentesis. It is easy to use, relatively inexpensive, has the advantage of no serious side effects, and may decrease the fear of pain that can affect patients' experiences and compliance with this procedure."
